"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION)","4,892","34.2"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD))"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD), LE 10 STOCKHOLDERS)","3","63.2"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD, LE 10 STOCKHOLDERS)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","282","6.8"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)","2","83.0"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)","3","62.1"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP, REGISTERED UNDER STATE LAW)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","TOTAL","NOT SPECIFIED","5,178","32.3"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","SPINACH","SPINACH - ACRES HARVESTED","TOTAL","NOT SPECIFIED","4","65.2"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","SQUASH","SQUASH - ACRES HARVESTED","TOTAL","NOT SPECIFIED","31","52.6"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION)","173","11.9"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD))","1","63.2"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD), LE 10 STOCKHOLDERS)","1","63.2"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD)","172","12.0"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD, LE 10 STOCKHOLDERS)","172","12.0"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)","181","94.2"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP, REGISTERED UNDER STATE LAW)","177","95.4"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","695","31.4"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION)","7","28.5"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD)","7","28.5"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD, LE 10 STOCKHOLDERS)","7","28.5"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","114","39.5"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)","3","58.9"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)","7","45.4"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP, REGISTERED UNDER STATE LAW)","4","68.2"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","130","39.2"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION)","4","15.4"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD))"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD), LE 10 STOCKHOLDERS)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD, LE 10 STOCKHOLDERS)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","313","16.1"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)","13","6.1"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)","31","20.3"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP, REGISTERED UNDER STATE LAW)","26","24.0"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","TOTAL","NOT SPECIFIED","360","15.0"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","SPINACH","SPINACH - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3","39.2"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","SQUASH","SQUASH - ACRES HARVESTED","TOTAL","NOT SPECIFIED","139","14.7"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION)","25","11.4"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD))"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD), LE 10 STOCKHOLDERS)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD, LE 10 STOCKHOLDERS)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","1,595","10.0"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)","71","4.1"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)","143","11.5"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP, REGISTERED UNDER STATE LAW)","95","16.8"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,834","9.6"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD))"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD), LE 10 STOCKHOLDERS)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD)","33","10.0"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD, LE 10 STOCKHOLDERS)","33","10.0"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","773","15.5"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)","109","5.6"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP, REGISTERED UNDER STATE LAW)","53","11.5"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","922","13.4"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION)","7","38.2"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD)","7","38.2"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD, LE 10 STOCKHOLDERS)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","89","15.0"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP, REGISTERED UNDER STATE LAW)","9","70.5"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","SPINACH","SPINACH - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","SQUASH","SQUASH - ACRES HARVESTED","TOTAL","NOT SPECIFIED","51","50.1"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD, LE 10 STOCKHOLDERS)"," (Z)","83.7"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","197","14.2"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)","111","17.0"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP, REGISTERED UNDER STATE LAW)","79","24.4"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","325","9.3"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION)","24","47.7"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD)","24","47.7"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD, LE 10 STOCKHOLDERS)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)","11","45.8"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP, REGISTERED UNDER STATE LAW)","11","45.8"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","279","9.3"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD))"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD), LE 10 STOCKHOLDERS)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD)","16,187","12.4"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD, LE 10 STOCKHOLDERS)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","27,945","7.4"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)","15,394","21.8"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP, REGISTERED UNDER STATE LAW)","12,876","28.1"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","POTATOES - ACRES HARVESTED","TOTAL","NOT SPECIFIED","61,336","4.9"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","SPINACH","SPINACH - ACRES HARVESTED","TOTAL","NOT SPECIFIED","9","35.3"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","SQUASH","SQUASH - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION)","531","13.1"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD))"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD), LE 10 STOCKHOLDERS)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD, LE 10 STOCKHOLDERS)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","886","15.2"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)","16","20.1"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)","244","33.4"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP, REGISTERED UNDER STATE LAW)","135","45.5"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","SWEET CORN","SWEET CORN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,676","9.0"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD))"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD), LE 10 STOCKHOLDERS)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD)","29","16.1"
