STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,METHODOLOGY,Measurement method,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,CZE,Czechia,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2020,,3.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,CZE,Czechia,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2021,,6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,CZE,Czechia,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2022,,10,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,CHL,Chile,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2014,,1.2,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,CHL,Chile,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2016,,2.3,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,CHL,Chile,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2018,,4,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,CHL,Chile,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2020,,1,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,CRI,Costa Rica,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2022,,5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,CRI,Costa Rica,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2023,,5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,SVN,Slovenia,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2019,,1.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,HRV,Croatia,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2019,,0.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,ITA,Italy,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2014,,0.8,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,ITA,Italy,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2015,,0.7,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,ITA,Italy,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2016,,1.3,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,ITA,Italy,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2017,,3.4,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,ITA,Italy,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2018,,2.9,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,ITA,Italy,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2019,,3.4,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,ITA,Italy,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2020,,3.8,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,ITA,Italy,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2021,,4.1,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NZL,New Zealand,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2013,,0.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NZL,New Zealand,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2016,,2.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NZL,New Zealand,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2018,,6,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NZL,New Zealand,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2019,,8.6,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NZL,New Zealand,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2020,,9.2,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NZL,New Zealand,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2021,,20.3,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NZL,New Zealand,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2022,,22.2,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NZL,New Zealand,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2023,,26,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,EST,Estonia,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2012,,0.7,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,EST,Estonia,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2014,,4.3,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,EST,Estonia,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2016,,2.1,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,EST,Estonia,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2018,,2.2,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,EST,Estonia,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2020,,2.4,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,EST,Estonia,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2022,,9.5,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,USA,United States,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2014,,4.1,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,USA,United States,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2015,,4.3,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,USA,United States,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2016,,3.8,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,USA,United States,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2017,,3.3,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,USA,United States,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2018,,4.3,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,USA,United States,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2019,,5.5,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,USA,United States,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2020,,4.6,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,USA,United States,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2021,,5.1,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,USA,United States,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2022,,6.9,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,ROU,Romania,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2019,,1.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NOR,Norway,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2015,,4.6,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NOR,Norway,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2016,,6,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NOR,Norway,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2017,,5.4,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NOR,Norway,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2018,,3.1,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NOR,Norway,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2019,,1.2,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NOR,Norway,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2020,,6.7,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NOR,Norway,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2021,,8.7,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NOR,Norway,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2022,,4.5,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NOR,Norway,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2023,,4.2,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,HUN,Hungary,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2019,,6.1,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NOR,Norway,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2015,,3.4,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NOR,Norway,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2016,,3.8,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NOR,Norway,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2017,,3.7,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NOR,Norway,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2018,,3,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NOR,Norway,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2019,,2.4,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NOR,Norway,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2020,,4.4,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NOR,Norway,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2021,,2.9,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NOR,Norway,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2022,,2.2,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,NOR,Norway,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2023,,2.7,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,LUX,Luxembourg,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2023,,19.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,GBR,United Kingdom,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2014,,3.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,GBR,United Kingdom,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2015,,4.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,GBR,United Kingdom,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2016,,4.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,GBR,United Kingdom,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2017,,4.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,GBR,United Kingdom,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2018,,5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,GBR,United Kingdom,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2019,,5.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,GBR,United Kingdom,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2020,,3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,GBR,United Kingdom,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2021,,3.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,GBR,United Kingdom,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2022,,4.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,SVN,Slovenia,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2019,,1.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,PRT,Portugal,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2014,,1.4,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,PRT,Portugal,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2019,,2.4,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,AUS,Australia,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2016,,0.7,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,AUS,Australia,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2019,,1.5,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,AUS,Australia,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2022,,15.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,USA,United States,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2014,,5.8,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,USA,United States,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2015,,7.8,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,USA,United States,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2016,,7.1,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,USA,United States,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2017,,6.4,,D,Definition differs,0,Units,,
